CITY_NAME,STATE_CODE,STATE_NAME,FIPS,COUNTY_NAME
Noblesville,IN,Indiana,18057,Hamilton County
Arcadia,IN,Indiana,18057,Hamilton County
Shirley,IN,Indiana,18059,Hancock County
McCordsville,IN,Indiana,18059,Hancock County
Greenfield,IN,Indiana,18059,Hancock County
Wilkinson,IN,Indiana,18059,Hancock County
Maxwell,IN,Indiana,18059,Hancock County
Fortville,IN,Indiana,18059,Hancock County
New Palestine,IN,Indiana,18059,Hancock County
Spring Lake,IN,Indiana,18059,Hancock County
New Amsterdam,IN,Indiana,18061,Harrison County
Crandall,IN,Indiana,18061,Harrison County
Corydon,IN,Indiana,18061,Harrison County
New Salisbury,IN,Indiana,18061,Harrison County
Elizabeth,IN,Indiana,18061,Harrison County
Lanesville,IN,Indiana,18061,Harrison County
Laconia,IN,Indiana,18061,Harrison County
Central,IN,Indiana,18061,Harrison County
Palmyra,IN,Indiana,18061,Harrison County
Depauw,IN,Indiana,18061,Harrison County
Mauckport,IN,Indiana,18061,Harrison County
New Middletown,IN,Indiana,18061,Harrison County
Brownsburg,IN,Indiana,18063,Hendricks County
Plainfield,IN,Indiana,18063,Hendricks County
Clayton,IN,Indiana,18063,Hendricks County
Avon,IN,Indiana,18063,Hendricks County
Lizton,IN,Indiana,18063,Hendricks County
Danville,IN,Indiana,18063,Hendricks County
North Salem,IN,Indiana,18063,Hendricks County
Stilesville,IN,Indiana,18063,Hendricks County
Coatesville,IN,Indiana,18063,Hendricks County
Amo,IN,Indiana,18063,Hendricks County
Pittsboro,IN,Indiana,18063,Hendricks County
Blountsville,IN,Indiana,18065,Henry County
Dunreith,IN,Indiana,18065,Henry County
Mount Summit,IN,Indiana,18065,Henry County
Mooreland,IN,Indiana,18065,Henry County
Middletown,IN,Indiana,18065,Henry County
Sulphur Springs,IN,Indiana,18065,Henry County
Lewisville,IN,Indiana,18065,Henry County
Cadiz,IN,Indiana,18065,Henry County
Knightstown,IN,Indiana,18065,Henry County
Straughn,IN,Indiana,18065,Henry County
Springport,IN,Indiana,18065,Henry County
New Lisbon,IN,Indiana,18065,Henry County
Kennard,IN,Indiana,18065,Henry County
Greensboro,IN,Indiana,18065,Henry County
Spiceland,IN,Indiana,18065,Henry County
New Castle,IN,Indiana,18065,Henry County
Kokomo,IN,Indiana,18067,Howard County
Greentown,IN,Indiana,18067,Howard County
Indian Heights,IN,Indiana,18067,Howard County
Russiaville,IN,Indiana,18067,Howard County
Bippus,IN,Indiana,18069,Huntington County
Majenica,IN,Indiana,18069,Huntington County
Markle,IN,Indiana,18069,Huntington County
Huntington,IN,Indiana,18069,Huntington County
Mount Etna,IN,Indiana,18069,Huntington County
Roanoke,IN,Indiana,18069,Huntington County
Warren,IN,Indiana,18069,Huntington County
Andrews,IN,Indiana,18069,Huntington County
Vallonia,IN,Indiana,18071,Jackson County
Freetown,IN,Indiana,18071,Jackson County
Brownstown,IN,Indiana,18071,Jackson County
Medora,IN,Indiana,18071,Jackson County
Seymour,IN,Indiana,18071,Jackson County
Kurtz,IN,Indiana,18071,Jackson County
Crothersville,IN,Indiana,18071,Jackson County
Sparksville,IN,Indiana,18071,Jackson County
DeMotte,IN,Indiana,18073,Jasper County
Kniman,IN,Indiana,18073,Jasper County
Fair Oaks,IN,Indiana,18073,Jasper County
Wheatfield,IN,Indiana,18073,Jasper County
Collegeville,IN,Indiana,18073,Jasper County
Gifford,IN,Indiana,18073,Jasper County
Remington,IN,Indiana,18073,Jasper County
Rensselaer,IN,Indiana,18073,Jasper County
Redkey,IN,Indiana,18075,Jay County
Salamonia,IN,Indiana,18075,Jay County
Portland,IN,Indiana,18075,Jay County
Bryant,IN,Indiana,18075,Jay County
Pennville,IN,Indiana,18075,Jay County
Dunkirk,IN,Indiana,18075,Jay County
Dupont,IN,Indiana,18077,Jefferson County
Hanover,IN,Indiana,18077,Jefferson County
Kent,IN,Indiana,18077,Jefferson County
Brooksburg,IN,Indiana,18077,Jefferson County
Deputy,IN,Indiana,18077,Jefferson County
Canaan,IN,Indiana,18077,Jefferson County
Madison,IN,Indiana,18077,Jefferson County
Vernon,IN,Indiana,18079,Jennings County
Country Squire Lakes,IN,Indiana,18079,Jennings County
Lovett,IN,Indiana,18079,Jennings County
Paris Crossing,IN,Indiana,18079,Jennings County
North Vernon,IN,Indiana,18079,Jennings County
Hayden,IN,Indiana,18079,Jennings County
Butlerville,IN,Indiana,18079,Jennings County
Whiteland,IN,Indiana,18081,Johnson County
Bargersville,IN,Indiana,18081,Johnson County
New Whiteland,IN,Indiana,18081,Johnson County
Amity,IN,Indiana,18081,Johnson County
Trafalgar,IN,Indiana,18081,Johnson County
Greenwood,IN,Indiana,18081,Johnson County
Edinburgh,IN,Indiana,18081,Johnson County
Princes Lakes,IN,Indiana,18081,Johnson County
Franklin,IN,Indiana,18081,Johnson County
Edwardsport,IN,Indiana,18083,Knox County
Monroe City,IN,Indiana,18083,Knox County
Westphalia,IN,Indiana,18083,Knox County
Beal,IN,Indiana,18083,Knox County
Sandborn,IN,Indiana,18083,Knox County
Wheatland,IN,Indiana,18083,Knox County
Emison,IN,Indiana,18083,Knox County
Iona,IN,Indiana,18083,Knox County
Decker,IN,Indiana,18083,Knox County
Vincennes,IN,Indiana,18083,Knox County
Oaktown,IN,Indiana,18083,Knox County
Bruceville,IN,Indiana,18083,Knox County
Bicknell,IN,Indiana,18083,Knox County
Ragsdale,IN,Indiana,18083,Knox County
Freelandville,IN,Indiana,18083,Knox County
Etna Green,IN,Indiana,18085,Kosciusko County
Pierceton,IN,Indiana,18085,Kosciusko County
Silver Lake,IN,Indiana,18085,Kosciusko County
Burket,IN,Indiana,18085,Kosciusko County
Syracuse,IN,Indiana,18085,Kosciusko County
North Webster,IN,Indiana,18085,Kosciusko County
Winona Lake,IN,Indiana,18085,Kosciusko County
Leesburg,IN,Indiana,18085,Kosciusko County
Milford,IN,Indiana,18085,Kosciusko County
Sidney,IN,Indiana,18085,Kosciusko County
Mentone,IN,Indiana,18085,Kosciusko County
Claypool,IN,Indiana,18085,Kosciusko County
Warsaw,IN,Indiana,18085,Kosciusko County
Emma,IN,Indiana,18087,LaGrange County
Stroh,IN,Indiana,18087,LaGrange County
Shipshewana,IN,Indiana,18087,LaGrange County
Topeka,IN,Indiana,18087,LaGrange County
Howe,IN,Indiana,18087,LaGrange County
Lagrange,IN,Indiana,18087,LaGrange County
Liverpool,IN,Indiana,18089,Lake County
Shelby,IN,Indiana,18089,Lake County
Griffith,IN,Indiana,18089,Lake County
Hammond,IN,Indiana,18089,Lake County
New Elliott,IN,Indiana,18089,Lake County
Munster,IN,Indiana,18089,Lake County
Dyer,IN,Indiana,18089,Lake County
New Chicago,IN,Indiana,18089,Lake County
Lowell,IN,Indiana,18089,Lake County
Schneider,IN,Indiana,18089,Lake County
Lottaville,IN,Indiana,18089,Lake County
Gary,IN,Indiana,18089,Lake County
Ross,IN,Indiana,18089,Lake County
Black Oak,IN,Indiana,18089,Lake County
Winfield,IN,Indiana,18089,Lake County
Crown Point,IN,Indiana,18089,Lake County
Turkey Creek Meadows,IN,Indiana,18089,Lake County
Ainsworth,IN,Indiana,18089,Lake County
Independence Hill,IN,Indiana,18089,Lake County
East Chicago,IN,Indiana,18089,Lake County
Green Acres,IN,Indiana,18089,Lake County
Liberty Park,IN,Indiana,18089,Lake County
Saint John,IN,Indiana,18089,Lake County
Whiting,IN,Indiana,18089,Lake County
Lake Dalecarlia,IN,Indiana,18089,Lake County
Merrillville,IN,Indiana,18089,Lake County
Cedar Lake,IN,Indiana,18089,Lake County
Lake Station,IN,Indiana,18089,Lake County
Schererville,IN,Indiana,18089,Lake County
Hobart,IN,Indiana,18089,Lake County
Lake Hills,IN,Indiana,18089,Lake County
Highland,IN,Indiana,18089,Lake County
Rolling Prairie,IN,Indiana,18091,LaPorte County
LaPorte,IN,Indiana,18091,LaPorte County
Wanatah,IN,Indiana,18091,LaPorte County
Fish Lake,IN,Indiana,18091,LaPorte County
Michiana Shores,IN,Indiana,18091,LaPorte County
Stillwell,IN,Indiana,18091,LaPorte County
Waterford,IN,Indiana,18091,LaPorte County
Wellsboro,IN,Indiana,18091,LaPorte County
Kingsford Heights,IN,Indiana,18091,LaPorte County
Hudson Lake,IN,Indiana,18091,LaPorte County
Kingsbury,IN,Indiana,18091,LaPorte County
Westville,IN,Indiana,18091,LaPorte County
Pottawattamie Park,IN,Indiana,18091,LaPorte County
La Crosse,IN,Indiana,18091,LaPorte County
Long Beach,IN,Indiana,18091,LaPorte County
Michigan City,IN,Indiana,18091,LaPorte County
Trail Creek,IN,Indiana,18091,LaPorte County
Hanna,IN,Indiana,18091,LaPorte County
Avoca,IN,Indiana,18093,Lawrence County
Oolitic,IN,Indiana,18093,Lawrence County
Williams,IN,Indiana,18093,Lawrence County
Bedford,IN,Indiana,18093,Lawrence County
Huron,IN,Indiana,18093,Lawrence County
Mitchell,IN,Indiana,18093,Lawrence County
Heltonville,IN,Indiana,18093,Lawrence County
Chesterfield,IN,Indiana,18095,Madison County
Markleville,IN,Indiana,18095,Madison County
Ingalls,IN,Indiana,18095,Madison County
River Forest,IN,Indiana,18095,Madison County
Orestes,IN,Indiana,18095,Madison County
Woodlawn Heights,IN,Indiana,18095,Madison County
Edgewood,IN,Indiana,18095,Madison County
Lapel,IN,Indiana,18095,Madison County
Linwood,IN,Indiana,18095,Madison County
Frankton,IN,Indiana,18095,Madison County
Anderson,IN,Indiana,18095,Madison County
Country Club Heights,IN,Indiana,18095,Madison County
Pendleton,IN,Indiana,18095,Madison County
Alexandria,IN,Indiana,18095,Madison County
Summitville,IN,Indiana,18095,Madison County
Elwood,IN,Indiana,18095,Madison County
Highwoods,IN,Indiana,18097,Marion County
Williams Creek,IN,Indiana,18097,Marion County
Spring Hills,IN,Indiana,18097,Marion County
Warren Park,IN,Indiana,18097,Marion County
Crows Nest,IN,Indiana,18097,Marion County
Castleton,IN,Indiana,18097,Marion County
Meridian Hills,IN,Indiana,18097,Marion County
Southport,IN,Indiana,18097,Marion County
Speedway,IN,Indiana,18097,Marion County
Homecroft,IN,Indiana,18097,Marion County
Clermont,IN,Indiana,18097,Marion County
Cumberland,IN,Indiana,18097,Marion County
Rocky Ripple,IN,Indiana,18097,Marion County
Beech Grove,IN,Indiana,18097,Marion County
Indianapolis,IN,Indiana,18097,Marion County
Lawrence,IN,Indiana,18097,Marion County
North Crows Nest,IN,Indiana,18097,Marion County
Wynnedale,IN,Indiana,18097,Marion County
Tyner,IN,Indiana,18099,Marshall County
Argos,IN,Indiana,18099,Marshall County
Culver,IN,Indiana,18099,Marshall County
La Paz,IN,Indiana,18099,Marshall County
Bremen,IN,Indiana,18099,Marshall County
Bourbon,IN,Indiana,18099,Marshall County
Plymouth,IN,Indiana,18099,Marshall County
Indian Springs,IN,Indiana,18101,Martin County
Shoals,IN,Indiana,18101,Martin County
Loogootee,IN,Indiana,18101,Martin County
Burns City,IN,Indiana,18101,Martin County
Crane,IN,Indiana,18101,Martin County
Dover Hill,IN,Indiana,18101,Martin County
Denver,IN,Indiana,18103,Miami County
Amboy,IN,Indiana,18103,Miami County
Bunker Hill,IN,Indiana,18103,Miami County
Mexico,IN,Indiana,18103,Miami County
Peru,IN,Indiana,18103,Miami County
Macy,IN,Indiana,18103,Miami County
Converse,IN,Indiana,18103,Miami County
Clear Creek,IN,Indiana,18105,Monroe County
Smithville,IN,Indiana,18105,Monroe County
Harrodsburg,IN,Indiana,18105,Monroe County
Ellettsville,IN,Indiana,18105,Monroe County
Stinesville,IN,Indiana,18105,Monroe County
Bloomington,IN,Indiana,18105,Monroe County
Wingate,IN,Indiana,18107,Montgomery County
New Market,IN,Indiana,18107,Montgomery County
Waveland,IN,Indiana,18107,Montgomery County
Ladoga,IN,Indiana,18107,Montgomery County
Lake Holiday,IN,Indiana,18107,Montgomery County
Waynetown,IN,Indiana,18107,Montgomery County
Darlington,IN,Indiana,18107,Montgomery County
Crawfordsville,IN,Indiana,18107,Montgomery County
Linden,IN,Indiana,18107,Montgomery County
Alamo,IN,Indiana,18107,Montgomery County
New Richmond,IN,Indiana,18107,Montgomery County
New Ross,IN,Indiana,18107,Montgomery County
Martinsville,IN,Indiana,18109,Morgan County
Lake Hart,IN,Indiana,18109,Morgan County
Paragon,IN,Indiana,18109,Morgan County
Morgantown,IN,Indiana,18109,Morgan County
Brooklyn,IN,Indiana,18109,Morgan County
Bethany,IN,Indiana,18109,Morgan County
Eminence,IN,Indiana,18109,Morgan County
Mooresville,IN,Indiana,18109,Morgan County
Monrovia,IN,Indiana,18109,Morgan County
Painted Hills,IN,Indiana,18109,Morgan County
Morocco,IN,Indiana,18111,Newton County
Kentland,IN,Indiana,18111,Newton County
Brook,IN,Indiana,18111,Newton County
Mount Ayr,IN,Indiana,18111,Newton County
Goodland,IN,Indiana,18111,Newton County
Roselawn,IN,Indiana,18111,Newton County
Lake Village,IN,Indiana,18111,Newton County
Avilla,IN,Indiana,18113,Noble County
Albion,IN,Indiana,18113,Noble County
Cromwell,IN,Indiana,18113,Noble County
Laotto,IN,Indiana,18113,Noble County
Rome City,IN,Indiana,18113,Noble County
Merriam,IN,Indiana,18113,Noble County
Kimmell,IN,Indiana,18113,Noble County
Ligonier,IN,Indiana,18113,Noble County
Wolflake,IN,Indiana,18113,Noble County
Wolcottville,IN,Indiana,18113,Noble County
Kendallville,IN,Indiana,18113,Noble County
Rising Sun,IN,Indiana,18115,Ohio County
West Baden Springs,IN,Indiana,18117,Orange County
Orleans,IN,Indiana,18117,Orange County
Chambersburg,IN,Indiana,18117,Orange County
Valeene,IN,Indiana,18117,Orange County
Paoli,IN,Indiana,18117,Orange County
French Lick,IN,Indiana,18117,Orange County
Freedom,IN,Indiana,18119,Owen County
Spencer,IN,Indiana,18119,Owen County
Patricksburg,IN,Indiana,18119,Owen County
Coal City,IN,Indiana,18119,Owen County
Quincy,IN,Indiana,18119,Owen County
Gosport,IN,Indiana,18119,Owen County
Cataract,IN,Indiana,18119,Owen County
Whitehall,IN,Indiana,18119,Owen County
Mecca,IN,Indiana,18121,Parke County
Bloomingdale,IN,Indiana,18121,Parke County
Rockville,IN,Indiana,18121,Parke County
Catlin,IN,Indiana,18121,Parke County
Hollandsburg,IN,Indiana,18121,Parke County
Judson,IN,Indiana,18121,Parke County
Bridgeton,IN,Indiana,18121,Parke County
Montezuma,IN,Indiana,18121,Parke County
Marshall,IN,Indiana,18121,Parke County
Rosedale,IN,Indiana,18121,Parke County
Cannelton,IN,Indiana,18123,Perry County
Leopold,IN,Indiana,18123,Perry County
Tell City,IN,Indiana,18123,Perry County
Troy,IN,Indiana,18123,Perry County
Derby,IN,Indiana,18123,Perry County
Cato,IN,Indiana,18125,Pike County
Spurgeon,IN,Indiana,18125,Pike County
Winslow,IN,Indiana,18125,Pike County
Enos Corner,IN,Indiana,18125,Pike County
Otwell,IN,Indiana,18125,Pike County
Coe,IN,Indiana,18125,Pike County
Petersburg,IN,Indiana,18125,Pike County
Kouts,IN,Indiana,18127,Porter County
Crocker,IN,Indiana,18127,Porter County
Lincoln Hills,IN,Indiana,18127,Porter County
South Haven,IN,Indiana,18127,Porter County
Town of Pines,IN,Indiana,18127,Porter County
Chesterton,IN,Indiana,18127,Porter County
Beverly Shores,IN,Indiana,18127,Porter County
Valparaiso,IN,Indiana,18127,Porter County
Malden,IN,Indiana,18127,Porter County
Ogden Dunes,IN,Indiana,18127,Porter County
Dune Acres,IN,Indiana,18127,Porter County
Burns Harbor,IN,Indiana,18127,Porter County
Aberdeen,IN,Indiana,18127,Porter County
Portage,IN,Indiana,18127,Porter County
Lakes of the Four Seasons,IN,Indiana,18127,Porter County
Porter,IN,Indiana,18127,Porter County
Shorewood Forest,IN,Indiana,18127,Porter County
Wheeler,IN,Indiana,18127,Porter County
Hebron,IN,Indiana,18127,Porter County
New Harmony,IN,Indiana,18129,Posey County
Solitude,IN,Indiana,18129,Posey County
Caborn,IN,Indiana,18129,Posey County
Poseyville,IN,Indiana,18129,Posey County
Parkers Settlement,IN,Indiana,18129,Posey County
Griffin,IN,Indiana,18129,Posey County
Wadesville,IN,Indiana,18129,Posey County
Cynthiana,IN,Indiana,18129,Posey County
Mount Vernon,IN,Indiana,18129,Posey County
Monterey,IN,Indiana,18131,Pulaski County
Medaryville,IN,Indiana,18131,Pulaski County
Star City,IN,Indiana,18131,Pulaski County
Winamac,IN,Indiana,18131,Pulaski County
Denham,IN,Indiana,18131,Pulaski County
Francesville,IN,Indiana,18131,Pulaski County
Russellville,IN,Indiana,18133,Putnam County
Roachdale,IN,Indiana,18133,Putnam County
Cloverdale,IN,Indiana,18133,Putnam County
Fillmore,IN,Indiana,18133,Putnam County
Heritage Lake,IN,Indiana,18133,Putnam County
Greencastle,IN,Indiana,18133,Putnam County
Bainbridge,IN,Indiana,18133,Putnam County
Putnamville,IN,Indiana,18133,Putnam County
Van Bibber Lake,IN,Indiana,18133,Putnam County
Modoc,IN,Indiana,18135,Randolph County
Winchester,IN,Indiana,18135,Randolph County
Ridgeville,IN,Indiana,18135,Randolph County
Parker City,IN,Indiana,18135,Randolph County
Farmland,IN,Indiana,18135,Randolph County
Lynn,IN,Indiana,18135,Randolph County
Losantville,IN,Indiana,18135,Randolph County
Saratoga,IN,Indiana,18135,Randolph County
Union City,IN,Indiana,18135,Randolph County
Batesville,IN,Indiana,18137,Ripley County
Holton,IN,Indiana,18137,Ripley County
Milan,IN,Indiana,18137,Ripley County
Cross Plains,IN,Indiana,18137,Ripley County
Napoleon,IN,Indiana,18137,Ripley County
Osgood,IN,Indiana,18137,Ripley County
Sunman,IN,Indiana,18137,Ripley County
Rexville,IN,Indiana,18137,Ripley County
Versailles,IN,Indiana,18137,Ripley County
New Salem,IN,Indiana,18139,Rush County
Arlington,IN,Indiana,18139,Rush County
Glenwood,IN,Indiana,18139,Rush County
Manilla,IN,Indiana,18139,Rush County
Rushville,IN,Indiana,18139,Rush County
Carthage,IN,Indiana,18139,Rush County
Mays,IN,Indiana,18139,Rush County
Milroy,IN,Indiana,18139,Rush County
Scottsburg,IN,Indiana,18143,Scott County
Lexington,IN,Indiana,18143,Scott County
Blocher,IN,Indiana,18143,Scott County
Nabb,IN,Indiana,18143,Scott County
Austin,IN,Indiana,18143,Scott County
Bengal,IN,Indiana,18145,Shelby County
Flat Rock,IN,Indiana,18145,Shelby County
Morristown,IN,Indiana,18145,Shelby County
Shelbyville,IN,Indiana,18145,Shelby County
Pleasant View,IN,Indiana,18145,Shelby County
Waldron,IN,Indiana,18145,Shelby County
Fairland,IN,Indiana,18145,Shelby County
Lamar,IN,Indiana,18147,Spencer County
Saint Meinrad,IN,Indiana,18147,Spencer County
Hatfield,IN,Indiana,18147,Spencer County
Rockport,IN,Indiana,18147,Spencer County
Gentryville,IN,Indiana,18147,Spencer County
Grandview,IN,Indiana,18147,Spencer County
Dale,IN,Indiana,18147,Spencer County
Santa Claus,IN,Indiana,18147,Spencer County
Chrisney,IN,Indiana,18147,Spencer County
Lincoln City,IN,Indiana,18147,Spencer County
Lydick,IN,Indiana,18141,St. Joseph County
South Bend,IN,Indiana,18141,St. Joseph County
Walkerton,IN,Indiana,18141,St. Joseph County
Osceola,IN,Indiana,18141,St. Joseph County
Indian Village,IN,Indiana,18141,St. Joseph County
Crumstown,IN,Indiana,18141,St. Joseph County
Granger,IN,Indiana,18141,St. Joseph County
New Carlisle,IN,Indiana,18141,St. Joseph County
Mishawaka,IN,Indiana,18141,St. Joseph County
Roseland,IN,Indiana,18141,St. Joseph County
Lakeville,IN,Indiana,18141,St. Joseph County
North Liberty,IN,Indiana,18141,St. Joseph County
Hamlet,IN,Indiana,18149,Starke County
Koontz Lake,IN,Indiana,18149,Starke County
Bass Lake,IN,Indiana,18149,Starke County
North Judson,IN,Indiana,18149,Starke County
Grovertown,IN,Indiana,18149,Starke County
San Pierre,IN,Indiana,18149,Starke County
Knox,IN,Indiana,18149,Starke County
Fremont,IN,Indiana,18151,Steuben County
Hamilton,IN,Indiana,18151,Steuben County
Orland,IN,Indiana,18151,Steuben County
Angola,IN,Indiana,18151,Steuben County
Clear Lake,IN,Indiana,18151,Steuben County
Pleasant Lake,IN,Indiana,18151,Steuben County
Metz,IN,Indiana,18151,Steuben County
Hudson,IN,Indiana,18151,Steuben County
Bucktown,IN,Indiana,18153,Sullivan County
Sullivan,IN,Indiana,18153,Sullivan County
Shelburn,IN,Indiana,18153,Sullivan County
Hymera,IN,Indiana,18153,Sullivan County
Carlisle,IN,Indiana,18153,Sullivan County
Fairbanks,IN,Indiana,18153,Sullivan County
Farmersburg,IN,Indiana,18153,Sullivan County
Graysville,IN,Indiana,18153,Sullivan County
Dugger,IN,Indiana,18153,Sullivan County
Merom,IN,Indiana,18153,Sullivan County
Patriot,IN,Indiana,18155,Switzerland County
Vevay,IN,Indiana,18155,Switzerland County
Florence,IN,Indiana,18155,Switzerland County
East Enterprise,IN,Indiana,18155,Switzerland County
Odell,IN,Indiana,18157,Tippecanoe County
West Lafayette,IN,Indiana,18157,Tippecanoe County
Stockwell,IN,Indiana,18157,Tippecanoe County
Buck Creek,IN,Indiana,18157,Tippecanoe County
Dayton,IN,Indiana,18157,Tippecanoe County
Battle Ground,IN,Indiana,18157,Tippecanoe County
Americus,IN,Indiana,18157,Tippecanoe County
Lafayette,IN,Indiana,18157,Tippecanoe County
Colburn,IN,Indiana,18157,Tippecanoe County
Westpoint,IN,Indiana,18157,Tippecanoe County
Montmorenci,IN,Indiana,18157,Tippecanoe County
Clarks Hill,IN,Indiana,18157,Tippecanoe County
Shadeland,IN,Indiana,18157,Tippecanoe County
Kempton,IN,Indiana,18159,Tipton County
Windfall,IN,Indiana,18159,Tipton County
Sharpsville,IN,Indiana,18159,Tipton County
Tipton,IN,Indiana,18159,Tipton County
West College Corner,IN,Indiana,18161,Union County
Liberty,IN,Indiana,18161,Union County
Melody Hill,IN,Indiana,18163,Vanderburgh County
Evansville,IN,Indiana,18163,Vanderburgh County
Inglefield,IN,Indiana,18163,Vanderburgh County
Kasson,IN,Indiana,18163,Vanderburgh County
Darmstadt,IN,Indiana,18163,Vanderburgh County
Gessie,IN,Indiana,18165,Vermillion County
Clinton,IN,Indiana,18165,Vermillion County
Newport,IN,Indiana,18165,Vermillion County
Universal,IN,Indiana,18165,Vermillion County
Cayuga,IN,Indiana,18165,Vermillion County
Saint Bernice,IN,Indiana,18165,Vermillion County
Perrysville,IN,Indiana,18165,Vermillion County
Dana,IN,Indiana,18165,Vermillion County
Blanford,IN,Indiana,18165,Vermillion County
Fairview Park,IN,Indiana,18165,Vermillion County
Hillsdale,IN,Indiana,18165,Vermillion County
Pimento,IN,Indiana,18167,Vigo County
Saint Mary-of-the-Woods,IN,Indiana,18167,Vigo County
Terre Haute,IN,Indiana,18167,Vigo County
North Terre Haute,IN,Indiana,18167,Vigo County
Shepardsville,IN,Indiana,18167,Vigo County
Libertyville,IN,Indiana,18167,Vigo County
Burnett,IN,Indiana,18167,Vigo County
West Terre Haute,IN,Indiana,18167,Vigo County
Seelyville,IN,Indiana,18167,Vigo County
Lewis,IN,Indiana,18167,Vigo County
Toad Hop,IN,Indiana,18167,Vigo County
Riley,IN,Indiana,18167,Vigo County
Tecumseh,IN,Indiana,18167,Vigo County
Fontanet,IN,Indiana,18167,Vigo County
New Goshen,IN,Indiana,18167,Vigo County
Wabash,IN,Indiana,18169,Wabash County
Lagro,IN,Indiana,18169,Wabash County
Somerset,IN,Indiana,18169,Wabash County
Laketon,IN,Indiana,18169,Wabash County
North Manchester,IN,Indiana,18169,Wabash County
La Fontaine,IN,Indiana,18169,Wabash County
Servia,IN,Indiana,18169,Wabash County
Roann,IN,Indiana,18169,Wabash County
Urbana,IN,Indiana,18169,Wabash County
State Line,IN,Indiana,18171,Warren County
Judyville,IN,Indiana,18171,Warren County
West Lebanon,IN,Indiana,18171,Warren County
Pine Village,IN,Indiana,18171,Warren County
Marshfield,IN,Indiana,18171,Warren County
Foster,IN,Indiana,18171,Warren County
Williamsport,IN,Indiana,18171,Warren County
Lynnville,IN,Indiana,18173,Warrick County
Yankeetown,IN,Indiana,18173,Warrick County
Elberfeld,IN,Indiana,18173,Warrick County
Boonville,IN,Indiana,18173,Warrick County
Chandler,IN,Indiana,18173,Warrick County
Selvin,IN,Indiana,18173,Warrick County
Newburgh,IN,Indiana,18173,Warrick County
Tennyson,IN,Indiana,18173,Warrick County
New Pekin,IN,Indiana,18175,Washington County
Hardinsburg,IN,Indiana,18175,Washington County
Fredericksburg,IN,Indiana,18175,Washington County
Little York,IN,Indiana,18175,Washington County
Livonia,IN,Indiana,18175,Washington County
Salem,IN,Indiana,18175,Washington County
Saltillo,IN,Indiana,18175,Washington County
Campbellsburg,IN,Indiana,18175,Washington County
Spring Grove,IN,Indiana,18177,Wayne County
Richmond,IN,Indiana,18177,Wayne County
Greens Fork,IN,Indiana,18177,Wayne County
Centerville,IN,Indiana,18177,Wayne County
Webster,IN,Indiana,18177,Wayne County
Boston,IN,Indiana,18177,Wayne County
Hagerstown,IN,Indiana,18177,Wayne County
Whitewater,IN,Indiana,18177,Wayne County
Cambridge City,IN,Indiana,18177,Wayne County
East Germantown,IN,Indiana,18177,Wayne County
Dublin,IN,Indiana,18177,Wayne County
Mount Auburn,IN,Indiana,18177,Wayne County
Fountain City,IN,Indiana,18177,Wayne County
Economy,IN,Indiana,18177,Wayne County
Milton,IN,Indiana,18177,Wayne County
Uniondale,IN,Indiana,18179,Wells County
Vera Cruz,IN,Indiana,18179,Wells County
Tocsin,IN,Indiana,18179,Wells County
Bluffton,IN,Indiana,18179,Wells County
Zanesville,IN,Indiana,18179,Wells County
Poneto,IN,Indiana,18179,Wells County
Domestic,IN,Indiana,18179,Wells County
Ossian,IN,Indiana,18179,Wells County
Monon,IN,Indiana,18181,White County
Norway,IN,Indiana,18181,White County
Monticello,IN,Indiana,18181,White County
Burnettsville,IN,Indiana,18181,White County
Brookston,IN,Indiana,18181,White County
Buffalo,IN,Indiana,18181,White County
Chalmers,IN,Indiana,18181,White County
Reynolds,IN,Indiana,18181,White County
Idaville,IN,Indiana,18181,White County
Lee,IN,Indiana,18181,White County
Wolcott,IN,Indiana,18181,White County
Churubusco,IN,Indiana,18183,Whitley County
Columbia City,IN,Indiana,18183,Whitley County
Laud,IN,Indiana,18183,Whitley County
Larwill,IN,Indiana,18183,Whitley County
South Whitley,IN,Indiana,18183,Whitley County
Tri-Lakes,IN,Indiana,18183,Whitley County
Arbor Hill,IA,Iowa,19001,Adair County
Greenfield,IA,Iowa,19001,Adair County
Orient,IA,Iowa,19001,Adair County
Bridgewater,IA,Iowa,19001,Adair County
Fontanelle,IA,Iowa,19001,Adair County
Carbon,IA,Iowa,19003,Adams County
Brooks,IA,Iowa,19003,Adams County
Nevinville,IA,Iowa,19003,Adams County
Carl,IA,Iowa,19003,Adams County
Mount Etna,IA,Iowa,19003,Adams County
Prescott,IA,Iowa,19003,Adams County
Corning,IA,Iowa,19003,Adams County
Nodaway,IA,Iowa,19003,Adams County
Waterville,IA,Iowa,19005,Allamakee County
Postville,IA,Iowa,19005,Allamakee County
Waukon,IA,Iowa,19005,Allamakee County
Dorchester,IA,Iowa,19005,Allamakee County
New Albin,IA,Iowa,19005,Allamakee County
Harpers Ferry,IA,Iowa,19005,Allamakee County
Rossville,IA,Iowa,19005,Allamakee County
Lansing,IA,Iowa,19005,Allamakee County
Centerville,IA,Iowa,19007,Appanoose County
Exline,IA,Iowa,19007,Appanoose County
Iconium,IA,Iowa,19007,Appanoose County
Rathbun,IA,Iowa,19007,Appanoose County
Moravia,IA,Iowa,19007,Appanoose County
Mystic,IA,Iowa,19007,Appanoose County
Plano,IA,Iowa,19007,Appanoose County
